name,line
Shiki,The way to Spain Hill is blocked.
Neku,Then let's give the guy what he wants.
Shiki,"OK! The biggest Noise symbols, huh?"
Neku,OK... We did what he wanted.
Shiki,Let's have him clear the way to Spain Hill.
Reaper,...... Objective met. Wall clear! [Wall is lowered]
Shiki,"So we just have to clear the Noise out of here, right?"
Neku,Let's get started.
Shiki,So many Noise.
Neku,If that's our mission...
Shiki,"I know, I know. Let's start picking them off!"
Shiki,Huff...huff... This isn't working...
Neku,We're not even making a dent. Why do more Noise keep showing up?
Shiki,You think something is drawing them here?
Neku,"If so, we'll have to strike at the source. (...Wherever that is.)"
Mina,"C'mon, Ai. What's wrong?"
Shiki,!! Neku. Look! Those two girls that just left the restaurant...
Mina,"Ai, are you mad at me?"
Ai,Don't be ridiculous.
Mina,You...you sure?
Ai,Yes! OK?
Neku,Whoa! Look at all the Noise! What's up with those two?
Shiki,Looks like they're having an argument-- and that's drawing all the
Neku,I think we found our source.
Shiki,OK. Let's try getting rid of the Noise around them!
Neku,We need to take out the Noise possessing those two.
Shiki,Right!
Neku,(They've gotta be the source of all those.)
Neku,That takes care of those Noise.
Shiki,No... Look! Here come some more!
Neku,Crap. This will never work.
Shiki,"Those two keep drawing more in. What's their story, I wonder?"
Mina,"Hey, Ai, are you free around this time next week?"
Ai,...... Probably. Why?
Mina,N-nothing. Forget it.
Ai,......
Shiki,"Whoa, feel all that negativity?"
Neku,! What if that's attracting the Noise?
Shiki,Huh?
Neku,Remember last time? The Noise hijacked the tech because he was jealous.
Shiki,"Hey, you're right... But these two don't look possessed. They're "
Neku,If we help them patch things up--
Shiki,The Noise will stop coming! Brilliant! Let's try it!
Neku,First we have to figure out what's wrong...
Shiki,So... How do we help them patch things up?
Neku,"Sounds like a job for imprinting, if you ask me."
Shiki,Good idea! Let's start by hunting down some memes.
Makoto,"OK! Enough self-pity. I have a job to do, and I'm going to "
Neku,"(Uhh...first, you need to do your job.)"
Makoto,I'd better hunker down and check the pavement!
Neku,...Classy.
man,"Where is all this merchandise coming from? First ""Reaper"
Neku,? What's up with that guy?
man,Reaper... Creeper...
Neku,Is he having a stroke?
Shiki,Hmm...It looks like some kind of divination. See how he put that ten-
Neku,You mean where HE moves it. It's not gonna move on its own.
Shiki,Unless we play a little trick. Think you could use your psychs to give
man,White! Go to White!
man,"White! An answer, clear as day! Nothing beats Reaper Creeper "
Neku,...Let's move on.
Shiki,Let's.
Ai,Mina... You really didn't go to Shibu yesterday?
Mina,"I...I didn't. I swear! Quit asking, Ai."
Ai,"Sure, whatever."
Ai,(She is so lying... ! ...Reaper Creeper? Of course! Why didn't I think of
Mina,Hmm? What's up?
Ai,"Ever heard of ""Reaper Creeper""?"
Mina,"Reaper Creeper... Oh, yeah! That magic game people were talking about "
Ai,Wanna try it?
Mina,Sure! Sounds like fun!
Shiki,They're going to use Reaper Creeper... Neku. Should we fake it?
Shiki,Yeah... We may want to get our fact straight first.
Mina,"Hey, Ai, you sure this isn't phony?"
Ai,Very sure. I saw it move yesterday!
Mina,"OK, then. Let's give it another try."
Shiki,"OK, let's move the coin and rig the answers. If we want them to patch"
Neku,Ai needs to know the truth.
Shiki,What!? But...that's really risky. Ai suspects Mina. She thinks Mina is
Neku,Exactly. That Mina girl is lying. And Ai is gonna find out eventually
Shiki,Well... I don't know...
Neku,Lying isn't right.
Shiki,......
Ai,"OK, Reaper Creeper has a few rules."
Mina,Like what?
Ai,"First, someone has to summon the Reaper."
Mina,"Ooh, let me do it!"
Ai,...All right.
Mina,Reaper...Creeper... Before we get in much deeper... If you're here all
Mina,Go to White!
Mina,"White! Cool... The coin really moved! So, like... We said, ""if you're"
Ai,That's right. And they can see right through a lie.
Mina,Scary!
Ai,"All right, Mina. Next question."
Mina,What are you gonna ask?
Ai,Hmm... Why don't I ask about you?
Mina,About m-me? Why?
Ai,"(Because I'm onto you, you tramp. You and Makoto.) Reaper...Creeper...If"
Ai,"Mina has a crush on someone, doesn't she?"
Ai,Aha! White!
Mina,"Um, Ai--"
Ai,(White means YES. She's got a crush. And I saw her with him yesterday. 
Mina,Ai... This isn't like you.
Ai,REAPER. CREEPER. If Mina has secrets that should be brought to light...go
Ai,"You're hiding something from me, aren't you!?"
Ai,Aha! See! White!
Mina,Please...Ai!
Ai,I knew you were hiding something!
Mina,...What?
Ai,"This is it, Mina! Last question!"
Mina,"Ai, please stop..."
Ai,REAPER. CREEPER. Yesterday Mina met with Makoto. And she LIED to me about
Mina,"! What? Ai, you knew about that? Aww... You saw us?"
Ai,Yes! I know all about you. You and Makoto and your little--
Mina,Here.
Ai,"What... Two tickets? How could you, Mina... You knew I liked Makoto."
Mina,I'm sorry. I just wanted to help.
Ai,...What?
Mina,Makoto wants to go to the Molco slam-off. But he couldn't get a ticket.
Ai,"Oh, Mina. You didn't..."
Mina,You and Makoto go have a great time.
Ai,You got them for me?
Mina,"Yup! Now you can put the moves on him, hee hee."
Ai,Mina... I'm so sorry... I totally got the wrong idea...
Mina,No worries. It's partly my fault for fibbing to you. We're friends.
Ai,...Yeah.
Shiki,Neku! The Noise are thinning out.
Neku,Good! Let's finish the job.
Neku,"So, the Noise feed on negativity..."
Shiki,Neku!
Neku,Let's finish the last of the Noise.
Shiki,Right!
Neku,Timer's gone.
Shiki,"Whew! Mission complete. Looks like Ai and Mina made up, too."
Ai,"Hey, let me take you out to eat. It's the least I can do."
Mina,Really? Awesome! How about sundaes?
Ai,Sure! Let's hit that family restaurant up the street.
Mina,OK!
Shiki,Aww... See how nice it is to have friends?
Neku,(No.)
Shiki,"Sure, you may butt heads now and then, but life is more fun that way."
Neku,"(Fun? Right. Every time you argue, you end up meeting halfway and "
Shiki,"...... Neku...You don't lie to MAKE friends. I agree, that wouldn't be"
Neku,...... (Her and that photo...)
Shiki,"Hey, Neku? Yesterday you said we were better off without friends. You"
Neku,......
Shiki,Eri used to do everything for me. There was nothing she COULDN'T do. 
Neku,I thought that pig of yours was the reason.
Shiki,He's a CAT! Ugh. Anyway... She saw me making Mr. Mew. And then she 
said,"       ""Wow, you're really good with a needle."" So we got talking, and she "
Neku,......
Shiki,"Meeting her, talking to her, getting to know her... Admiring her... It"
Neku,......
Shiki,Rhyme said she didn't know what dreams are like. And now she never
Neku,"I know... I...I'm sad, too. We'll just have to live a little extra. For"
Shiki,Yeah. If we get a second chance.
Neku,! Second chance?
Higashizawa,"Hello, young lady."
Shiki,! Who's there?
Neku,A Reaper!
Higashizawa,Correct. But not just any Reaper. I am Yodai Higashizawa... Game
Neku,Game Master... So you're in charge?
Higashizawa,Correct again.
Shiki,Then Rhyme is gone because of you!
Higashizawa,I detest leftovers. No Players were meant to escape yesterday's
Shiki,......
Higashizawa,Because you are strong. It's a dog-eat-dog world. A logical
Shiki,How dare you! Rhyme protected Beat! You call that weak? Take it back!
Higashizawa,"I admire your courage and loyalty, young lady. Delectable. This"
Higashizawa,Heh heh... I see I've sunk my teeth into something good.
Shiki,We'll never lose to you! You'll pay for what you did the Rhyme!
Higashizawa,"Sadly, I've had my fill for the day. I only came here to meet "
Shiki,Me? ...Why?
Higashizawa,"To get a closer look, of course. At the charcoal-black envy"
Shiki,I...I don't understand.
Higashizawa,"Oh, don't you, though? You can't fool me. You know the feelings"
Shiki,!?
Higashizawa,"Oh, how deeply you must hate yourself. You have EXACTLY what you"
Shiki,......
Higashizawa,No one loves you. You can't love yourself. And so the jealousy
Shiki,Stop it!
Higashizawa,That friendly sugar coating can't sweeten the selfishness inside
Shiki,No...I'm not--
Higashizawa,You are. And you know it. Why else would your entry fee be--
Shiki,Stop! Don't say it!
Higashizawa,Heh heh... That complex of yours is a bruise on the tomato of 
Shiki,"No, I... I'm just..."
Higashizawa,Nothing will change if you are restored to life. You'll just go 
Shiki,No... Please don't...
Neku,Restored to life? What the hell are you talking about!?
Higashizawa,You're dead. Didn't you know?
Neku,I'm... I'm dead?
Higashizawa,"All the Players are. The Reapers' Game is an examination, to see"
Neku,......
Higashizawa,"Now, if I may be excused... See you on Day 7. Keep it fresh. "
Neku,I'm... I'm d-d-dead? How? When did I... I'm DEAD!?
Day,Empty Urban Legends. Chapter Closed]
Neku,Where...? Back at the scramble... ! What's this? A new pin? (Where'd it
H,Now listen up. This Shibuya ain't your Shibuya. It's the Composer's
Neku,So we're basically invisible?
H,Only those involved in the Game can see you.
Shiki,"So...the Players, The Reapers, and... you?"
H,Right.
Neku,Why am I even in this stupid game?
H,All Players come from the RG to the UG for a common reason. And each
Neku,What we value most?
Shiki,Do we get it back?
H,If you win.
Neku,...And if we don't?
H,"You lose your entry fee forever. And-- well, your right to exist."
Neku,(A special Shibuya used to run the Game... And all the Players come 
Neku,"! The mission! ""Dominate the scramble crossing view at 3: 00. You have"
Shiki,......
Neku,What do you make of this?
Shiki,"""Dominate the view""? ...No idea."
Neku,(Wow. Thanks for giving it all that thought. What's gotten into her?)
Shiki,The scramble crossing at three o'clock?
Neku,Is something scheduled to happen? Or do we make it happen? Let's start 
Neku,We need to make sense of this mission.
Shiki,......
Neku,"...... (Um, right. I'll let you know how that goes...)"
Makoto,Sigh... I'm done for.
Neku,(What's that guy mumbling about? I can feel time slipping through my
Neku,Three more hours? ! (It's noon now...so in three hours... it'll be
3,00!) Hey! I think this guy might be the key!
Shiki,......
Neku,"(T-talk, dammit! Why is she so quiet today?)"
Shiki,......
Neku,"So, um, yeah... Let's scan him. OK?"
Neku,(Something about that guy... How 'bout we scan him?)
Makoto,(Waaaaaah... Has the boss lost his mind? Shelling out the money for Q
Neku,(Catch the eye... That's it!) Hey! This must be our mission!
Shiki,...... Really?
Neku,....... Think about it. The time matches up-- 3:00. And catching the
Shiki,......
Neku,"But what's ""Q Floor""?"
Shiki,...... Neku. Up there...The big screen-- that's Q Floor.
Neku,The one playing commercials? ! This is all starting to make sense!
Shiki,So dominating the scramble crossing view means getting the crowd here 
Neku,It sure seems that way.
Shiki,...... That'll never happen. People look straight ahead when they 
Neku,Then our mission is to get them to look UP. They have to see that ad.
Shiki,What do you think the ad's for?
Neku,(Like I know. ...Maybe he can answer that.)
Makoto,It's all over. I'm doomed... Trapped in the flaming wreckage of my 
Neku,Great. The Noise have a hold on him. You know what that means.
Shiki,......
Neku,"So, how do we get people to pay attention to that ad?"
Shiki,......
Neku,(And how do I get you to pay attention at all? Ugh... First
first,the Noise bugging that guy!
Makoto,"Chin up, Makoto! Snap out of it! True, these pins show no sign of"
Neku,That pin... It looks just like this one. This is what he's advertising?
Shiki,It's just a regular old pin. No one's gonna watch an ad for it.
Neku,"That's for sure. But the guy's a pro, right? I'm sure he's at least got "
Makoto,"...... ! OK! First, I'm going to hand free pins out and fill Shibuya"
Neku,Uhh...no? They're going to think you're nuts.
Shiki,"""Come get some hot stuff""? That sounds like a pickup line... And pins"
Neku,We'd better intervene.
Shiki,......
Neku,(That guy's a train wreck waiting to happen. ...I can't look
Makoto,Um...excuse me.
Nao,Hmm?
Makoto,"I, umm...you, uhh..."
Nao,"Sota? Like, this guy. He's, like, talking to me?"
Makoto,Wha--
Sota,'Scuse me?
Makoto,Uh-oh...
Sota,"Whadda you want, dawg? Got somethin' to say to my Nao?"
Nao,"Like, he said he thinks I'm cute... Right?"
Makoto,Wr-wrong! I don't think that at all!
Nao,What? You don't?
Sota,'Scuse me?
Makoto,"Ahhh! No no no no, she's cute! But not...you know...ahhh!"
Makoto,(Huh?)
Makoto,! Totally gnarly!
Sota,'Scuse me?
Makoto,I mean... umm... My...my grandpa! It's my grandpa. He's...he's all
Sota,Gnarly?
Makoto,F-from his arthritis! The poor man beats himself up because no one
Sota,...Hells yeah.
Makoto,Whoa! Really?
Sota,What's your name?
Makoto,It's... Makoto Miki. Friends call me Mick.
Sota,Mick... You're a good man.
Nao,"Yeah! Like, that was totally moving?"
Sota,"Handing out pins for your grandpa in the scramble... That's aces, dawg."
Nao,"Like, I think I'm in love?"
Sota,We'll wear your pins. It'd be an honor.
Makoto,Th-thanks!
Sota,"Hang in there, Mick. We'll be rootin' for you."
Nao,"Hope your granddaddy, like, cheers up?"
Makoto,"Who? Oh! M-me too... Wow, I'm on fire today! OK! Time to hand these "
Neku,Looks like it worked.
Shiki,You really think a pin like this could take off?
Neku,It better. That's our mission.
Shiki,...Yeah.
Neku,"What a handful, huh?"
Shiki,He headed down Center Street...
Neku,Then we should follow. The guy's a PR time bomb.
Reaper,"...... Like a bolt from the blue, it's time for the Reaper Review. "
Reaper,Oh ho! Question 2! What's on the sign outside the Shibu Dept. Store?
Reaper,"...I see, I see! Question 3! Bigbanfrog is No. 2 on the Noise Report."
Reaper,"Hmm, veeery interesting... OK... The results are in! Reaper Review,"
Reaper,You pass! So pass on through. [wall goes down] But! Though you make
Reaper,Bzzzt! So sorry! I can't let you pass-- until you pass.
Reaper,"...... Did you do your homework, kids? Then away we go!"
Makoto,OK! This seems like a good spot.
Neku,Here we go again...
Shiki,......
Neku,I think he could use a little help.
Makoto,"Ooh! That kid's sure to take one. Hey, there, slugger."
Shooter,WHOAAA!
Makoto,Huh?
Shooter,"Lemme guess, bro. You want me to make you one of my Slammurai..."
Makoto,Uh... I didn't--
Shooter,Don't be shy! It's cool! SLAM ON!!!
Makoto,No. I'm not here to--
Shooter,What's your favorite whammy?
Makoto,Buh--
Shooter,What are you ranked?
Makoto,I...I... I don't know!
Makoto,(Who...who is this kid!?)
Makoto,"! Unreal, bro!"
Shooter,WHOAAA!!!
Makoto,Huh?
Shooter,What's that pin?
Makoto,"Oh, this?"
Shooter,Yeah! Tell me where you got it!
Makoto,Well--
Shooter,What's it's Attack?
Makoto,"Uhh... unreal, bro?"
Shooter,Seriously? How about it's Defense?
Makoto,"Unreal, bro!"
Shooter,Whoa! BRO!!! You and me gotta battle. I want that pin!
Makoto,Huh?
Shooter,Ready? Slaaam... ON!
Shooter,"Woo... hoooooo! I won, bro! Better practice up. Rely on pins "
Makoto,Huh? But... OK... It worked!
Neku,And he does this for a living? C'mon. I saw him run up past
Shiki,...It doesn't matter anymore. Nothing does.
Neku,......
Reaper,...... Want past this wall? Bring me three Rare Metal pins. Noise No.
Neku,Three Rare Metals. 
Shiki,......
Neku,"(Wait-- the Noise Report! Quick, check your phone.)"
Neku,Got the pins we need... Now to clear the wall and find our 
Reaper,Objective met. Wall clear!
Neku,That guy... He's gone. (Where'd he run off to?)
Makoto,OK! This seems like a good spot.
Neku,Here we go again...
Shiki,......
Makoto,Pardon me. Hello? Excuse me! ...... Can't he hear me? What now?
Makoto,"(Think, Mick!)"
Makoto,! Come get some hot stuff!
Techie,!
Makoto,No good? Hot stuff! Come get some!
Techie,!
Makoto,Huh? I think I got a reaction that time. One more time!
Makoto,"(Feel it, Makoto! You're so close! You saw him react! Now,"
Makoto,! Come get some hot stuff!
Techie,!
Makoto,Oh! Hot stuff!
Makoto,Ooh! Hot!
Makoto,"Yeah, hot stuff!"
Makoto,Come get some!
Techie,...I'll take one.
Makoto,Oh. Thank you! Finally! All done. Now these pins are sure to take 
Neku,So far so good. Let's follow him back to the scramble.
Shiki,......
Makoto,"Now, to witness a phenomenon in the making! I bet I'll have to BEAT"
Neku,"Oh, come on. Handing out a few pins isn't going to ignite Shibuya. We"
Shiki,...... Just... give it up.
Neku,Huh?
Shiki,Even if we do clear the mission... I'll still... I'll never be...
Neku,!? Hey! What's gotten into you?
Neku,(What's gotten into her? That Reaper yesterday must have
Neku,(I can't just leave her by herself...)
Neku,"Hey, what gives?"
Shiki,......
Neku,You've been acting really weird today.
Shiki,......
Neku,"It's almost 3. We need to get moving, or we'll fail the mission."
Shiki,...So what?
Neku,Huh?
Shiki,There's no point. You heard what that Reaper said. ...... Even if I
Neku,What kind of question is that?
Shiki,...... I thought I'd changed. But I'll never change. I'll just go on
Neku,Says who?
Shiki,...... I was never pretty... or smart... There was nothing special 
Neku,......
Shiki,But it didn't work.
Neku,I don't-- !? WHOA! Over there! Is that... you?
Shiki,Ahh!
Eri,"The other day, I found just the cutest outfit at Ten-Four!"
Mina,"Seriously? Hey, why don't we head over there? You've still go some "
Neku,Eri? What the...
Shiki,...... [leaves]
Neku,Hey! Wait!
Neku,Two Stalkers? ...... (I better go see what's wrong...)
Shiki,So now you know.
Neku,Know what?
Shiki,...... What my entry fee was.
Neku,Huh?
Shiki,My appearance. I gave up the way I really look.
Neku,Your appearance? Then--
Shiki,This is Eri's body. I don't really look like this.
Neku,Oh. Wow...
Shiki,When I got to the UG and I saw myself... I freaked.
Neku,"Yeah. I would, too."
Shiki,But it was a happy kind of freaked.
Neku,Happy? Why?
Shiki,Because this is what I always dreamed of-- a new me. I hated who I 
Neku,...... Then why would the Reapers take your appearance? Your entry fee 
Shiki,At first... I didn't get it either. I was so excited to be Eri that I
Neku,......
Shiki,"Eri has all the things I don't. Looks, brains, design sense. Lots of"
Neku,...... (All this time... she's been as confused as me.)
Shiki,"The truth is, I'm scared! I keep trying to sound brave, saying we need"
Neku,Well... I like you the way you are.
Shiki,Huh?
Makoto,Noooooo!
Neku,What the--
Makoto,No one's wearing the pins! Why not!?
Neku,Looks like we can't relax yet. Listen. We're going to finish this
Shiki,...... All right.
Neku,You'd think he'd realize giving away a few freebies isn't 
Shiki,Seriously.
Neku,But we can't give up now.
Shiki,...Uh-huh.
Neku,Let's see what he does next.
Neku,That guy by the scramble is asking for trouble... We should
Shiki,...Uh-huh.
Makoto,Why isn't anyone talking about the pins? I worked so hard...
Prince,"Hey, Mick."
Makoto,Huh? Oh! Mr. Oji. Prince...
Prince,I saw you standing here. Why so glum?
Makoto,It's work. I'm going to lose my job. I was supposed to make these 
Prince,"Aw, Mick, you can't be serious."
Makoto,What?
Prince,"All right, listen. You've done good business for me, so I'll give it "
Makoto,Hmm. True... So then how do I change the trends?
Prince,"Lots of ways. I mean, if you were a Prince like me, just walking the"
Makoto,If people saw you wearing the pin... Right...
Prince,"OK. I've gotta run. Press date. Take care, Mick. You can do it."
Makoto,"Thanks! I'll try! Hmm... Trends, eh? OK! If the Prince can do it, so"
Neku,This guy is certifiable...
Shiki,"...But think about it. Neku, if you put the pin on and we fought some"
Neku,How do you figure?
Shiki,Rhyme and I got to talking. We noticed wearing pins in combat makes
Neku,Even though the RG people can't see us?
Shiki,"Yeah. Weird, huh?"
Neku,All right... Let's give it a try.
Neku,So wearing the red pin into combat will make it popular?
Shiki,Uh-huh. But it may take a few battles.
Neku,All right. Here goes...
Neku,We have to make that red pin popular.
Shiki,Uh-huh.
Neku,Let's start in the scramble.
Person1,Hey! Isn't that pin the coolest?
Person2,Huh? Where?
Person1,There. The one that guy's got on.
Person2,Oh yeah! Very nice. Wonder where they sell 'em.
Makoto,Whoa... People keep looking at me and smiling. Am I... I couldn't 
Neku,It worked.
Shiki,So the pins we wear in combat do change what's popular in the RG.
Neku,Uh-huh. But that guy seems to have his own theory.
Makoto,"Get ready, 104! Your trend-god cometh!"
Neku,"...... He's kind of a tool, huh?"
Neku,Next stop: 104!
Makoto,OK! Time to look trendy!
Neku,"Yeah, with a little help."
Neku,"We need to reshape the trends here, too."
Shiki,"Let's do some fighting, then."
1,"Hey, check out that hot pin!"
2,Yeah. The one on that guy? People were wearing it back at 
1,"Seriously? It's gonna be huge, just wait and see."
2,Wish I had one...
Makoto,Whoa... I get it. I really get it! The trends are mine to command! 
Neku,"Well, we did it."
Shiki,Did we?
Neku,"Hey, we gave it our best shot. Let's just cross our fingers."
Shiki,"...... Neku... Umm... I'm sorry. If we fail, and it turns out to be my"
Neku,"...... No big deal. We all, umm..."
Shiki,Hmm?
Neku,We all have our bad days.
Shiki,Neku... Thanks.
Neku,"! Hey, it's her."
Shiki,!? Ahh!
Mina,"So, Eri. How come you haven't designed anything lately?"
Eri,...... Actually... I'm thinking about giving it up.
Mina,What! Why? You're so talented!
Shiki,"She's giving it up? Eri, why... ......"
Neku,"If you want to know, scan her."
Shiki,What? I can't do that! She's my friend. I can't eavesdrop on her
Neku,Why not? You've scanned tons of people.
Shiki,......
Mina,"Eri, why would you give design up?"
Shiki,......
Eri,"Well, there was this girl, Shiki--"
Shiki,!? Neku... I have to go!
Neku,Hey! Just...wait!
Shiki,I'm... I'm sorry. I didn't want to hear Eri talk about me. I was 
Neku,......
Shiki,"Eri told me something before I died. ""You're not meant to be a"
Neku,"Oh, would you cut the crap? Who ARE you?"
Shiki,Huh?
Neku,You're you. You're not Eri. You'll never be Eri. You'll only ever be 
Shiki,But she's so much better--
Neku,"Forget her! You need to live your own life. If she can do it, so can "
Shiki,...... Neku--
Neku,You're lucky you're jealous. It gives you something to shoot for. So...
Shiki,"...... You're right. Thanks, Neku."
Neku,It's time. The commercial's about to air.
Makoto,Sooo nervous... Will people watch?
Shiki,Neku...
Neku,Don't worry. They'll watch.
1,Hey! Up there!
2,That pin. Who designed it? It looks like--
3,"Hey, cool graphic."
4,I never wear pins. But this one...
5,Where can I buy it?
Shooter,"Hey, man, look what I got."
Yammer,"You HAVE one? Aw, lucky..."
Eri,"Oh, I know that pin!"
Mina,"Ha ha. You would, Eri. Wish I had one..."
Shiki,"Eri... ...... Neku, can I have a minute? I want to go stand by her."
Neku,"Hey, you're off the clock."
Shiki,...Thanks!
Mina,"Eri, you shouldn't give up design."
Eri,"I told you. This girl, Shiki-- I'm nothing without her."
Shiki,Huh?
Mina,"Yeah, you said that. What, did you two have a fight?"
Eri,A fight? I wish. Shiki died. In an accident the other day.
Mina,Oh... I'm so sorry.
Eri,No one else could ever make my outfits. Shiki gave them life. Made them
Mina,You must have trusted her a lot.
Eri,I did! She was an amazing person. She cared about people-- and always
Mina,"The way you talk about her, she must have been something."
Eri,...... The day before her accident... I said something I'll always 
Mina,What?
Eri,She was upset 'cause she couldn't come up with a good design. I wanted 
Shiki,...... I had no idea. I never knew she felt that way about me.
Neku,Guess you two both need each other.
Shiki,Neku... You think I'm OK the way I am?
Neku,"Hey, Shibuya's got room for all types. Who else is gonna make stuffed"
Shiki,He's a cat! Heh heh... Neku... I want to see Eri again. So we can be a
Neku,All right. Then whatever it takes... Let's win... Let's live. Just one
Megumi,We're on schedule.
Higashizawa,"Yes, sir! Three Players remain. Tomorrow I shall ice them"
Megumi,"I look forward to it. See this week's Game through to its conclusion,"
Higashizawa,"As your proxy, sir, I promise you I will not fail."
Megumi,"You know, enough with this ""proxy"" business. Too formal. I hereby "
Higashizawa,Sir! You are far too kind! I will check in again after 
Beat,"Why? Why can't I use you? Yo, there's gotta be a way. ...... THEY know."
H,"Well, time to get cracking. I just hope they can pull it off. ......"
Day,Superiority/Inferiority. Chapter Closed]
Shiki,This is it... Day 7.
Neku,Yup. Today we win this.
Neku,! There it is!
Shiki,The last mission.
Neku,"""The Game Master awaits you on the freeway. Defeat him. You have 600"
Shiki,"Oww! The Game Master is that big Reaper, right?"
Neku,We need to pay him back for Rhyme.
Shiki,Yeah... C'mon. We've got a Game to win. For Beat... and for us!
Neku,! Who could be calling us now?
Shiki,Think it's the Reapers?
Neku,Hello? Dead kid speaking.
H,Phones! That you?
Neku,Mr. Hanekoma?
H,"Listen! Beat, he... he's gone!"
Neku,Gone!? You don't mean...
H,"No, no...Not erased. ...Not yet."
Neku,What's that supposed to mean?
H,"Look, he musta left the café while I was out."
Neku,He left? Why!?
H,"I dunno why. Look, enough questions. You gotta hurry! That kid ain't "
Neku,Son of a--
H,"Hey, hey, have a little faith. You're almost there! Just put an end to"
Neku,"Right, got it."
Shiki,"Neku, what's going on? Is Beat in trouble?"
Neku,Yeah... But we can save him if we end the Game in time.
Shiki,Then let's move it!
Neku,(That meathead! Has he lost his mind!? Why couldn't he just stay with 
Shiki,Neku! Let's got over to the freeway! It's not far from the station
Neku,Let's book it to the freeway.
Shiki,OK. It's past Hachiko!
Reaper,...... Want past this wall? Then fight through a three-reduction 
Neku,"Three rounds, huh? Ready to chain some battles?"
Shiki,Whenever you are!
Neku,There! That makes three.
Shiki,Let's clear the wall and head for the freeway!
Reaper,...... Objective met. Wall clear! [wall goes down]
Neku,Clear!
Shiki,"Go, go, go!"
Shiki,The freeway's just ahead. Through the underpass!
Reaper,Six days you're still kickin'. I'm impressed.
Neku,A Reaper...
Shiki,"Hey, clear the road! We're in a hurry!"
Reaper,"Oh, I'll clear the road-- of YOU, that is."
Reaper,Hey hey... Don't run off.
Neku,!?
Reaper,"Where's the love, guys?"
Neku,A Reaper...
Shiki,Move! We're in a hurry!
Reaper,Six days you're still kickin'. I'm impressed.
Shiki,I said MOVE!
Reaper,"Aww, sorry. No dice. It's a race to erase, and I aim to"
Neku,Dammit...That cost us time.
Shiki,I hope Beat's OK.
Neku,Worrying won't save him. C'mon. We're still in this.
Shiki,Right! Let's shut their Game down!
Uzuki,"Bleh. Day 7 is such a yawn. Not enough Players left, you know?"
Kariya,See? This is why I pace myself. Work too hard and you run out of 
Uzuki,Yeah... We did rack up a ton of points this week.
Kariya,"And on the seventh day... we rest. The first day of many days off, I"
Beat,Yo...
Uzuki,! Who's there? ...You!?
Beat,......
Uzuki,We toasted your partner-- you should be smoke by now!
Kariya,Make another pact?
Beat,......
Uzuki,"So, like, what? You thirsty for revenge?"
Beat,No!
Uzuki,...Huh? Then what do you want?
Beat,...... Answers. Tell me what I need to know!
Uzuki,You do realize... you're in no position to make demands?
Beat,......
Uzuki,I could erase you with my little finger.
Beat,......
Kariya,"Aight, Skulls... You ask. Maybe we'll answer."
Uzuki,Hey... Kariya!!!
Beat,What does it take? How do you Reapers do it!?
Neku,Game Master's just ahead...
Shiki,"Finally...the end is in sight. It's been crazy, huh? Our time in the "
Neku,"...... The best is still ahead. Once we win, and come back to life."
Shiki,Yeah! Neku... Thanks for these last seven days. You're pretty good at
Neku,"Pfft... Save it for when we win, OK? ...Ready for the big boss?"
Shiki,"You know it. Hey, if we make it through this... let's meet up in the "
Neku,I'll...think it over.
Shiki,Heh heh. OK. Let's finish this!
Higashizawa,You're late. A shame I had to set the table before cooking the
Shiki,We're not on the menu. You are!
Higashizawa,"Ah, hello there, young lady. I've been waiting for this day. !?"
Shiki,Lost your appetite?
Higashizawa,But...you were green with envy! Begrudging to a light golden
Shiki,That's right. I was jealous. That's how lucky I am! It takes an 
Neku,You tell him!
Shiki,"I swear I'm getting my life back! Eri's waiting in the RG, and you..."
Higashizawa,"...... You're gone stale, young lady. But no matter. A true chef"
Higashizawa,...... In...indigestible! I lost? Well done... young lady...
Neku,Game over.
Shiki,That's it?
Neku,We did it! We won!
Shiki,Woo-hoo! Now we'll come back to life!
Shiki,!? Wh-what's going on?
Neku,!? Shiki?
Shiki,Huh? I don't think this light is bad.
Neku,Yeah... Feels almost like a...pat on the back.
Shiki,"A warm welcome back to the world of living! And you said ""Shiki""!"
Neku,"Oh, really?"
Shiki,Neku? See you on the other side. You know the meeting place. Hachiko!
Neku,Heh. It's a date.
Neku,"Why... Why, why, why..."
Neku,...... WHYYYYYY!
Day,Wakeless Dream. Chapter Closed]
Neku,The scramble crossing... He expects me to just start over? (What the 
I,"x=30+74 ""t=60 min."
Neku,Nngh!
Neku,There's the timer... The mission format's different. X=30+74... They're
Kariya,"Ugh. It's like a sick joke. They expect us to work this week, too?"
Uzuki,"Oh, suck it up! Don't you want the extra points? Though it is a little"
Kariya,"Not quite a first. Been a while, though. You prob'ly weren't here,"
Uzuki,"Spring chicken? Been here two years, and I'm a spring chicken? Just "
Kariya,Meh. Details!
Uzuki,Uh-huh. Anyway. What do you suppose the GM is--
Uzuki,!
Uzuki,Yashiro here. ...... What!? You want us to WHAT!? 
Uzuki,Graaah!
Kariya,"Easy, girl! What's the deal?"
Uzuki,Standby! We're just supposed to sit here! This is an insult!
Kariya,Take it down a notch before you pop a blood vessel. I don't see a
Uzuki,Ugh! This is why I hate the way he runs things!
Kariya,Really? I kinda like it.
Uzuki,"What's to like!? It's one big, cryptic mess! It pisses me off!"
